LEA_NAME	ST	ADDRESS	WEBSITE_CCD	SY_STATUS	OPERATIONAL_SCHOOLS	LEA_TYPE	LEA_TYPE_TEXT	CHARTER_LEA_TEXT	AGCHRT	SURVYEAR
ALBEMARLE CO PBLC SCHS	VA	"401 McIntire Road, Charlottesville, VA 22902 "	https://www2.k12albemarle.org/Pages/default.aspx	1	27	1	Regular local school district that is NOT a component of a supervisory union	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	2	2015
Albert Einstein Academy for Letters Arts and Sciences-Ohio	OH	"3550 Crocker Rd, Westlake, OH 44145 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
ALBUQUERQUE INSTITUTE OF MATH & SCIENCE	NM	"933 BRADBURY SE, ALBUQUERQUE, NM 87106 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
ALBUQUERQUE PUBLIC SCHOOLS	NM	"6400 UPTOWN BLVD NE, ALBUQUERQUE, NM 87125 "		1	163	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
ALDO LEOPOLD CHARTER	NM	"1422 HIGHWAY 180 EAST, SILVER CITY, NM 88062 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Algiers Technology Academy	LA	"6501 Berkley Drive, New Orleans, LA 70131 "		3	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
ALIANZA ACADEMY	UT	"420 E SOUTH TEMPLE, SALT LAKE CITY, UT 84111 "	http://www.alianzaacademy.org/	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
ALIEF MONTESSORI COMMUNITY SCHOOL	TX	"4215 H ST, HOUSTON, TX 77072 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Alisal Union	CA	"1205 E. Market St., Salinas, CA 93905 "	www.alisal.org	1	13	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
All Aboard Charter School	AZ	"5827 North 35th Avenue, Phoenix, AZ 85017 "	allaboardcharter.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Allegheny IU 3	PA	"475 E Waterfront Drive, Homestead, PA 15120 "	http://www.aiu3.net	1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
Allen Academy	MI	"8666 QUINCY ST, DETROIT, MI 48204 "	www.allenacademydetroit.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Allen County ESC	OH	"1920 Slabtown Rd, Lima, OH 45801 "		1	0	4	Regional Education Service Agency (RESA)	State has charter LEAs but this LEA is not a charter LEA	N	2015
ALLEN VILLAGE	MO	"706 W 42ND ST, KANSAS CITY, MO 64111 "	WWW.ALLENVILLAGESCHOOL.COM	1	2	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Allen-Cochran Enterprises  Inc.	AZ	"1700 East Elliot, Tempe, AZ 85284 "		1	1	7	Independent Charter District	A charter district which is not an LEA for any federal program.	1	2015
ALLENHURST	NJ	"211 Allen Ave, Allenhurst, NJ 7711 "		1	0	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	N	2015
Alliance Academy of Cincinnati	OH	"1712 Duck Creek Rd, Cincinnati, OH 45207 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Alliance for Progress CS	PA	"1821-39 Cecil B Moore Ave, Philadelphia, PA 19121 "	http://www.afpcs.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
ALMA D'ARTE CHARTER	NM	"402 W COURT AVE, LAS CRUCES, NM 88005 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Alma del Mar Charter School (District)	MA	"26 Madeira Avenue, New Bedford, MA 2746 "	almadelmar.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
ALOMA D JOHNSON CHARTER SCHOOL	NY	"15 JEWETT PKWY, BUFFALO, NY 14214 "	www.adjcharter.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
Alpaugh Unified	CA	"5313 Rd. 39, Alpaugh, CA 93201 "	www.tcoe.org/districts/alpaugh.shtm	1	4	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Alpha Academy	NC	"8030 Raeford Rd, Fayetteville, NC 28304 "	www.alphaacademy.net	1	1	7	Independent Charter District	An LEA for programs authorized under IDEA but not under ESEA and Perkins	1	2015
ALPHA CHARTER SCHOOL	TX	"701 W STATE ST, GARLAND, TX 75040 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Alpine Union Elementary	CA	"1323 Administration Way, Alpine, CA 91901 "	www.alpineschools.net	1	8	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
ALTA VISTA CHARTER SCH.	MO	"1015 AVENIDA CESAR E. CHAVEZ, KANSAS CITY, MO 64108 "	WWW.ALTAVISTACHARTERSCHOOL.ORG	1	3	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Alternative Education Academy	OH	"1830 Adams St, Toledo, OH 43624 "	http://www.ohdela.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Alternative Educational Academy of Iosco County	MI	"1230 East U.S. 23, East Tawas, MI 48730 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Alternative Educational Academy of Ogemaw County	MI	"2389 S M 76, West Branch, MI 48661 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Alton SAU Office	NH	"252 Suncook Valley Rd., Alton, NH 3809 "		1	0	3	Supervisory union administrative center (or county superintendent's office serving the same purpose)	State has charter LEAs but this LEA is not a charter LEA	N	2015
ALTURAS INTERNATIONAL ACADEMY	ID	"2105 CORONADO ST, IDAHO FALLS, ID 83404 "		7	-2	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Alum Rock Union Elementary	CA	"2930 Gay Ave., San Jose, CA 95127 "	www.arusd.org	1	28	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Alvina Elementary	CA	"295 W. Saginaw Ave., Caruthers, CA 93609 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Amador County Office of Education	CA	"217 Rex Ave., Jackson, CA 95642 "	www.amadorcoe.org/	1	3	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Amandla Charter School	IL	"6820 S Washtenaw Ave, Chicago, IL 60629 "		3	1	7	Independent charter district	LEA for federal programs		2016
AMANI PUBLIC CHARTER SCHOOL	NY	"60 S 3RD AVE, MOUNT VERNON, NY 10550 "	www.amanicharter.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
Ambassador Academy	AZ	"3820 E. Ray Rd., Phoenix, AZ 85044 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
AMBASSADORS PREPARATORY ACADEMY	TX	"5001 AVE U, GALVESTON, TX 77551 "	www.apagalv.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
AMBER CHARTER SCHOOL	NY	"220 E 106TH ST, NEW YORK, NY 10029 "	www.ambercharter.org	1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
AMBER CHARTER SCHOOL II	NY	"652 W 187TH ST, NEW YORK, NY 10029 "		3	1	7	Independent charter district	LEA for federal programs		2016
AMERICAN ACADEMY OF INNOVATION	UT	"5410 S Jordan Pkwy, SOUTH JORDAN, UT 84009 "	http://aaiutah.org	3	1	7	Independent charter district	LEA for federal programs		2016
American Basic Schools LLC	AZ	"827 E. 6th Ave, Mesa, AZ 85204 "	www.burkebasicschool.com	1	1	7	Independent Charter District	A charter district which is not an LEA for any federal program.	1	2015
American Charter Schools Foundation d.b.a. Alta Vista High S	AZ	"7878 N. 16th St., Phoenix, AZ 85020 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
American Charter Schools Foundation d.b.a. Apache Trail High	AZ	"7878 N. 16th St., Phoenix, AZ 85020 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
American Charter Schools Foundation d.b.a. Crestview College	AZ	"7878 N. 16th St., Phoenix, AZ 85020 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
American Charter Schools Foundation d.b.a. Desert Hills High	AZ	"7878 N. 16th St., Phoenix, AZ 85020 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
American Charter Schools Foundation d.b.a. Estrella High Sch	AZ	"7878 N. 16th St., Phoenix, AZ 85020 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
American Charter Schools Foundation d.b.a. Peoria Accelerate	AZ	"7878 N. 16th St., Phoenix, AZ 85020 "	http://www.leonagroup.com/peoriaacchs/	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
American Charter Schools Foundation d.b.a. South Pointe High	AZ	"7878 N. 16th St., Phoenix, AZ 85020 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
American Charter Schools Foundation d.b.a. South Ridge High	AZ	"7878 N. 16th St., Phoenix, AZ 85020 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
American Charter Schools Foundation d.b.a. Sun Valley High S	AZ	"7878 N. 16th St., Phoenix, AZ 85020 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
American Charter Schools Foundation d.b.a. West Phoenix High	AZ	"7878 N. 16th St., Phoenix, AZ 85020 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
AMERICAN DREAM CHARTER SCHOOL	NY	"510 E 141ST ST-4TH FL, BRONX, NY 10454 "		1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
American Heritage Academy	AZ	"2030 E. Cherry St., Cottonwood, AZ 86326 "	http://www.americanheritageacademy.org/home	1	2	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
AMERICAN HERITAGE CHARTER DISTRICT	ID	"1736 SOUTH 35TH WEST, IDAHO FALLS, ID 83402 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
American International Academy	MI	"300 Henry Ruff Road, Westland, MI 48186 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
AMERICAN INTERNATIONAL SCHOOL OF UTAH	UT	"4998 S. Galleria Drive, MURRAY, UT 84123 "	www.AISUtah.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
AMERICAN LEADERSHIP ACADEMY	UT	"898 W 1100 S, SPANISH FORK, UT 84660 "	http://www.americanleadership.net	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
American Leadership Academy  Inc.	AZ	"2350 E Germann Rd, Chandler, AZ 85286 "	http://www.alaschools.org/	1	7	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
American Montessori Academy	MI	"14800 MIDDLEBELT RD, LIVONIA, MI 48154 "	www.americanmontessori.net	1	2	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
AMERICAN PREPARATORY ACADEMY - SALEM	UT	"1195 S ELK RIDGE DRIVE, SALEM, UT 84653 "	http://www.libertyacademycs.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
AMERICAN PREPARATORY ACADEMY--LEA	UT	"12892 S PONY EXPRESS RD, DRAPER, UT 84020 "	http://www.americanprep.org	1	5	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
American Renaissance School	NC	"132 East Broad St, Statesville, NC 28677 "	www.arsnc.org	1	1	7	Independent Charter District	An LEA for programs authorized under IDEA but not under ESEA and Perkins	1	2015
American Virtual Academy	AZ	"2471 N. Arizona Ave., Chandler, AZ 85225 "	www.primavera-online-high-school.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Americas Mid-Atlantic	DA	"PO Box 70089, Fort Bragg, NC 28307 "	http://www.dodea.edu/Americas/midAtlantic/index.cfm	3	26	6	Federal agency	Not applicable		2016
Americas Southeast	DA	"7441 Custer Road, Fort Benning, GA 31905 "	http://www.dodea.edu/Americas/southeast/index.cfm	3	28	6	Federal agency	Not applicable		2016
Amherst SAU Office	NH	"1 School St., Amherst, NH 3031 "		1	0	3	Supervisory union administrative center (or county superintendent's office serving the same purpose)	State has charter LEAs but this LEA is not a charter LEA	N	2015
AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH	TX	"5503 EL CAMINO DEL REY, HOUSTON, TX 77081 "	www.amigosporvida.com	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
AMISTAD ACADEMY DISTRICT	CT	"407 JAMES STREET, NEW HAVEN, CT 6513 "		1	1	7	Independent Charter District	An LEA for programs authorized under ESEA and Perkins but not under IDEA	1	2015
Amity SD 4J	OR	"807 S Trade St, Amity, OR 97101 "	www.amity.k12.or.us	1	4	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
AMY BIEHL CHARTER HIGH SCHOOL	NM	"123 4TH STREET SW, ALBUQUERQUE, NM 87102 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Anaheim City	CA	"1001 S. E. St., Anaheim, CA 92805 "	www.acsd.k12.ca.us	1	25	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Anchorage School District	AK	"5530 E. Northern Lights Blvd, Anchorage, AK 99504 "	www.asdk12.org/	1	98	1	Regular local school district that is NOT a component of a supervisory union	State does not have charters or state does not permit charter LEAs	2	2015
Anderson 05	SC	"400 Pearman Dairy Road, Anderson, SC 29625 "		1	22	1	Regular local school district that is NOT a component of a supervisory union	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	2	2015
Anderson Creek Club Charter School	NC	"4940 Ray Rd, Spring Lake, NC 28390 "	http://www.andersoncreekcharter.com	1	1	7	Independent Charter District	An LEA for programs authorized under IDEA but not under ESEA and Perkins	1	2015
Anderson Preparatory Academy	IN	"101 W 29th St, Anderson, IN 46016 "	pa.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Anderson Union High	CA	"1469 Ferry St., Anderson, CA 96007 "	www.auhsd.net	1	7	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Andrew J Brown Academy	IN	"3600 N German Church Rd, Indianapolis, IN 46235 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Ann Arbor Learning Community	MI	"3980 RESEARCH PARK DR, ANN ARBOR, MI 48108 "	www.annarborlearningcommunity.org	1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Anne Arundel County Public Schools	MD	"2644 Riva Road, Annapolis, MD 21401 "	www.aacps.org	1	124	1	Regular local school district that is NOT a component of a supervisory union	State does not have charters or state does not permit charter LEAs	2	2015
Annex SD 29	OR	"402 Annex Rd, Ontario, OR 97914 "	www.annex.k12.or.us	1	1	7	Independent Charter District	A charter district which is not an LEA for any federal program.	1	2015
ANOTHER CHOICE VIRTUAL CHARTER DISTRICT	ID	"1014 W. HEMINGWAY BLVD., NAMPA, ID 83651 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Antelope Valley Schools Transportation Agency	CA	"670 W. Ave. L-8, Lancaster, CA 93534 "		1	0	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	N	2015
Antelope Valley Union High	CA	"44811 N. Sierra Hwy., Lancaster, CA 93534 "	www.avdistrict.org	1	15	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Anthem Preparatory Academy	AZ	"3102 N. 56th St., Phoenix, AZ 85018 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
ANTHONY CHARTER SCHOOL	NM	"780 LANDERS RD, ANTHONY, NM 88021 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
Antioch Unified	CA	"510 G St., Antioch, CA 94509 "	www.antioch.k12.ca.us	1	27	1	Regular local school district that is NOT a component of a supervisory union	State has charter LEAs but this LEA is not a charter LEA	2	2015
Antonia Pantoja Community Charter School	PA	"4101 N American Street, Philadelphia, PA 19140 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
ANW Special Education Cooperative	KS	"710 Bridge, Humboldt, KS 66748 "		1	0	1	Regular local school district that is NOT a component of a supervisory union	State does not have charters or state does not permit charter LEAs	N	2015
Apache County Sheriffs Office	AZ	"370 South Washington, St Johns, AZ 85936 "		1	0	8	Other education agencies	State has charter LEAs but this LEA is not a charter LEA	N	2015
Apex Academy	OH	"16005 Terrace Rd, Cleveland, OH 44112 "		1	1	7	Independent Charter District	"An LEA for programs authorized under IDEA, ESEA, and Perkins"	1	2015
